"subject" "activity_label" "activity" "tBodyAcc-mean()-X" "tBodyAcc-mean()-Y" "tBodyAcc-mean()-Z" "tGravityAcc-mean()-X" "tGravityAcc-mean()-Y" "tGravityAcc-mean()-Z" "tBodyAccJerk-mean()-X" "tBodyAccJerk-mean()-Y" "tBodyAccJerk-mean()-Z" "tBodyGyro-mean()-X" "tBodyGyro-mean()-Y" "tBodyGyro-mean()-Z" "tBodyGyroJerk-mean()-X" "tBodyGyroJerk-mean()-Y" "tBodyGyroJerk-mean()-Z" "tBodyAccMag-mean()" "tGravityAccMag-mean()" "tBodyAccJerkMag-mean()" "tBodyGyroMag-mean()" "tBodyGyroJerkMag-mean()" "fBodyAcc-mean()-X" "fBodyAcc-mean()-Y" "fBodyAcc-mean()-Z" "fBodyAccJerk-mean()-X" "fBodyAccJerk-mean()-Y" "fBodyAccJerk-mean()-Z" "fBodyGyro-mean()-X" "fBodyGyro-mean()-Y" "fBodyGyro-mean()-Z" "fBodyAccMag-mean()" "fBodyBodyAccJerkMag-mean()" "fBodyBodyGyroMag-mean()" "fBodyBodyGyroJerkMag-mean()" "tBodyAcc-std()-X" "tBodyAcc-std()-Y" "tBodyAcc-std()-Z" "tGravityAcc-std()-X" "tGravityAcc-std()-Y" "tGravityAcc-std()-Z" "tBodyAccJerk-std()-X" "tBodyAccJerk-std()-Y" "tBodyAccJerk-std()-Z" "tBodyGyro-std()-X" "tBodyGyro-std()-Y" "tBodyGyro-std()-Z" "tBodyGyroJerk-std()-X" "tBodyGyroJerk-std()-Y" "tBodyGyroJerk-std()-Z" "tBodyAccMag-std()" "tGravityAccMag-std()" "tBodyAccJerkMag-std()" "tBodyGyroMag-std()" "tBodyGyroJerkMag-std()" "fBodyAcc-std()-X" "fBodyAcc-std()-Y" "fBodyAcc-std()-Z" "fBodyAccJerk-std()-X" "fBodyAccJerk-std()-Y" "fBodyAccJerk-std()-Z" "fBodyGyro-std()-X" "fBodyGyro-std()-Y" "fBodyGyro-std()-Z" "fBodyAccMag-std()" "fBodyBodyAccJerkMag-std()" "fBodyBodyGyroMag-std()" "fBodyBodyGyroJerkMag-std()"
1 "laying" 6 1 6 NA -0.0408910604706 -0.0093252039692 -0.023365945138 -0.08459195868 -0.07809749428 -0.20911768088 -0.04245357008 0.146174602854 -0.022012200614 -0.056377897954 0.252542752996 0.04403706094 0.06825486252 -0.045545088 -0.045545088 -0.145789216128 0.00791182656 -0.290638129368 -0.039707980292 -0.111077069856 -0.9815052856 -0.9415331212 -0.9964246012 -0.9838882006 -0.9922768486 -0.99717988 -0.9929034812 0.08640856294 0.26639115416 -0.1397750127 0.22159824394 -0.0405139534294 -0.11320355358 -0.24888179828 0.70554977346 0.4458177198 0.0810865342 0.0038382040088 0.010834236361 -0.016553093978 -0.064486124088 0.14868943626 -0.107270949192 -0.04151728689 -0.0740501211 -0.038780932678 0.03519635202 0.03519635202 -0.111611025988 -0.009417440526 -0.9390990524 -0.86706520518 -0.8826668762 -0.9570738838 -0.9224626098 -0.9480609042 -0.850249174586 -0.9521914948 -0.909302721 -0.9864204228 -0.2662462532 -0.389207745822 -0.0843388238
1 "sitting" 4 1 4 NA -0.402862625829787 -0.201194422908511 0.118261863640426 -0.739178269361702 -0.497453950340426 0.301419345319149 -0.191779398687234 0.159929065085106 0.0165644228659574 0.00767758642553192 0.152511136276596 -0.233370428585106 -0.0993814816382979 -0.135259833346809 -0.135259833346809 -0.234367221914894 -0.171379818425532 -0.377111604534043 -0.00118220895957447 -0.00177420970212766 -0.99433225893617 -0.987879390851064 -0.999175948085106 -0.999540442765957 -0.999344061914894 -0.999747370212766 -0.99753459 0.236655011680851 0.351852201957447 -0.000262186717021277 0.261237565425532 -0.00130828765170213 -0.104544182255319 0.831509933404255 0.204411592680851 0.332043702765957 0.0774825199574468 -0.000619102785106384 -0.00336779235021277 -0.045350056512766 -0.0919241549361702 0.0629313811914894 -0.0936793807234043 -0.0402118124255319 -0.046702627 0.11770854623617 0.153241019 0.153241019 -0.030831794193617 0.166649813768085 -0.979641238723404 -0.944084550425532 -0.959184889148936 -0.986597022553191 -0.981579467021277 -0.986053092340425 -0.976161464042553 -0.975838585319149 -0.951315544468085 -0.992958364042553 -0.373911049468085 -0.480942150808511 -0.00775797617659574
1 "standing" 5 1 5 NA 0.128398753090566 -0.00543277440754717 0.288310475754717 0.472574716981132 0.13784962990566 0.46985826 -0.0829516195943396 0.156032601584906 0.0744326620490566 -0.0262946998830189 -0.00512713848867925 -0.459897160490566 0.10645139985283 -0.186670252428302 -0.186670252428302 -0.256406759698113 -0.186654435060377 -0.320119718433962 0.00219194961320755 -0.285777842592453 -0.99950443 -0.999093109056604 -0.99981734245283 -0.999552433396226 -0.999832889056604 -0.99984008 -0.999477463773585 0.284555290773585 0.422220102264151 -0.0286057725328302 0.278917629056604 -0.0161375901037736 -0.110601817735849 0.942952000377358 -0.272983832264151 0.0134905823226415 0.0753766542264151 0.00797573092830189 -0.00368524954709434 -0.0239877347979245 -0.0593972209811321 0.074800751 -0.0996092129056604 -0.0440627877924528 -0.0489505466716981 -0.0374820999679245 0.240349537995094 0.240349537995094 -0.0549539895716981 0.163825722239623 -0.995249932641509 -0.977070847735849 -0.985297098679245 -0.994630797358491 -0.985418704528302 -0.990752166037736 -0.986386786037736 -0.988984455849057 -0.980773122830189 -0.999455610566038 -0.47394336890566 -0.568218011226415 -0.201169444064151
1 "walking" 1 1 1 NA -0.143721904240568 -0.191228477152632 0.380201211578947 0.321422887684211 -0.0400833257557895 0.281260329237895 -0.191309860546316 -0.362106180705263 0.490554924315789 0.0129696855126316 -0.0630329306810526 0.107702366137895 0.482780546 -0.133993725144211 -0.133993725144211 -0.104514120337895 -0.230007313031579 -0.130737814381684 -0.116305623129053 -0.187471542774737 -0.876084370631579 -0.724782321052632 -0.917626535263158 -0.845919903894737 -0.814140595578947 -0.922591224526316 -0.914399710631579 0.1906437244 0.0938221807027368 0.268844367525895 0.277330758736842 -0.0173838185273684 -0.111148103547368 0.935223201473684 -0.282165021263158 -0.068102864 0.0740416333157895 0.0282721095884211 -0.00416840617789474 -0.041830963526 -0.0695300462115789 0.0849448173042105 -0.0899975423705263 -0.0398428709463158 -0.0461309295021053 -0.334593851089474 0.0885682061405263 0.0885682061405263 -0.224934141304316 0.165740730368421 -0.202794306326316 0.0897127264021053 -0.331560117789474 -0.170546964549579 -0.0352255241130632 -0.468999224631579 -0.339032197115789 -0.103059416434737 -0.255940940315789 -0.78983286 -0.549076696421053 -0.104419399496947 -0.246856514532632
1 "walking_downstairs" 3 1 3 NA -0.454243120816327 -0.225544974216327 0.0756845059489796 0.229494336061224 -0.297445343530612 0.10130462455102 -0.260082935612245 -0.357838717367347 0.116034018020408 -0.0101049480204082 -0.191032660469388 -0.280042328004082 0.377723850408163 0.0532667655632653 0.0532667655632653 -0.0516454315816327 -0.451662069618367 -0.413595113877551 -0.0579983788428571 0.0572668301693878 -0.806514703285714 -0.718418354489796 -0.810377550816327 -0.744634869591837 -0.727280115306122 -0.821647169183673 -0.896320798367347 0.119187142767959 0.0764915474326531 0.349613895469388 0.289188320408163 -0.00991850461020408 -0.107566190908163 0.931874418979592 -0.266610338979592 -0.0621199585938775 0.0541553164897959 0.0296504490408163 -0.0109719730183673 -0.0350781902989796 -0.0909371290204082 0.0900850142030612 -0.0739592036271429 -0.0439902783367347 -0.0270461061061224 -0.24153299954898 0.13907453125102 0.13907453125102 -0.0168914737530612 0.423461960877551 0.0382291831510204 0.00154990783591837 -0.225574471693878 -0.0276638676122449 -0.12866715764898 -0.288334735714286 -0.352449631363265 -0.0557022524693878 -0.0318694271979592 -0.621849786122449 -0.45682867022449 -0.196565005959184 -0.493999491571429
1 "walking_upstairs" 2 1 2 NA -0.387362043962264 -0.17700807654717 0.161628109571698 0.599383946622641 -0.37282872745283 -0.178003749358491 -0.311294003566038 -0.169377561701887 0.312909699716981 -0.169734054533962 -0.364162675924528 0.00374637040566038 0.314803077192453 0.248794325943396 0.248794325943396 0.262006846490566 0.279921259396226 -0.0594283338264151 -0.140911848889623 -0.163564322 -0.966648728490566 -0.502506878113208 -0.979627190566038 -0.963511713018868 -0.922755616226415 -0.980786464528302 -0.968203466037736 -0.0977433496415094 0.085352409154717 -0.219303376110566 0.255461689622641 -0.0239531492643396 -0.0973020020943396 0.89335109754717 -0.362153364339623 -0.075402939754717 0.101372729922642 0.0194863076188679 -0.0455625449113208 0.050549379754717 -0.166170015088679 0.0583595463981132 -0.122232768011321 -0.0421485884509434 -0.0407125527654717 -0.301908590471698 -0.137359747679245 -0.137359747679245 -0.316997064283019 -0.0491976799056604 -0.404321784150943 -0.190976720811321 -0.433349702075472 -0.479875245660377 -0.41344458754717 -0.685474353962264 -0.492611667924528 -0.319474609056604 -0.453597213018868 -0.874785848301887 -0.285599666826415 -0.363579661132075 -0.160914224732075
2 "laying" 6 2 6 NA 0.0398836408333333 -0.199788468904167 -0.248458834006667 0.2156080059375 -0.308245417 -0.563200740208333 -0.14119733744375 0.148400431375 0.00766428163541667 -0.329378660083333 0.326928163091667 -0.2496791615 0.0899301580375 -0.183835888697917 -0.183835888697917 -0.239683774229167 -0.144698463020833 -0.444964771666667 -0.0504555534089583 0.00630606409166667 -0.998745637708333 -0.999425172708333 -0.999718574583333 -0.99889939875 -0.999685072708333 -0.999754638125 -0.997873070625 0.2662982125 0.3417585745 0.01856447223125 0.281373403958333 -0.0181587397583333 -0.107245610416667 -0.509754238125 0.752536639375 0.646834879583333 0.0825972511666667 0.012254788451875 -0.00180264895625 -0.01847660675 -0.111800824583333 0.144882846104167 -0.101974134208333 -0.0358590176083333 -0.0701783020833333 0.0414978802020833 0.188903979395833 0.188903979395833 -0.0847222939916667 0.116905481914583 -0.976725059791667 -0.979800877916667 -0.984380981875 -0.985813630833333 -0.982768250416667 -0.986197134583333 -0.9864311425 -0.983321635416667 -0.9626718875 -0.997793372916667 -0.381994355769375 -0.553611930854167 -0.14091960795
2 "sitting" 4 2 4 NA -0.159937674673913 -0.268153719565217 0.256453039862826 -0.269747227326087 -0.486664063652174 0.538687011956522 -0.1510453538 0.0380489234586957 0.0525305806521739 -0.146327425841087 0.182080612630435 -0.505954266021739 0.0587966712826087 -0.130666368880435 -0.130666368880435 -0.18625384936087 -0.0520868350217391 -0.333140883021739 -0.0574888258152174 -0.184917620573913 -0.996685089347826 -0.995906652608696 -0.999430545217391 -0.999347207391304 -0.999687611304348 -0.999700042608696 -0.997924680434783 0.130934202854348 0.280062423956522 -0.106358909173913 0.27708735173913 -0.0156879937282609 -0.109218272456522 0.940477273043478 -0.105630024498783 0.19872676876087 0.0722564387173913 0.0116954511323913 0.00760546929869565 -0.0454706620434783 -0.0599286797043478 0.0412277462173913 -0.0936328412826087 -0.0415602029130435 -0.04358509665 0.192636236913043 0.165177400471739 0.165177400471739 -0.0316423665565217 0.0884338520847826 -0.985803840652174 -0.957343498478261 -0.970162172608696 -0.987848793695652 -0.977139702826087 -0.985129050217391 -0.982621389565217 -0.982100923695652 -0.959814822391304 -0.998201445217391 -0.332265960427174 -0.568363489347826 -0.1330686249
2 "standing" 5 2 5 NA 0.281888797981481 0.0665274675074074 0.384642653314815 0.674947212777778 0.334620620814815 0.611669641011111 -0.0553616232166667 0.172841820592593 0.181180902851852 -0.145780534074074 0.0672573718277778 -0.503353001648148 0.0487083977740741 -0.0833008972722222 -0.0833008972722222 -0.215646690455556 -0.0767830144037037 -0.282779821925926 -0.0148559994787037 -0.212554993685185 -0.997212761666667 -0.995271272407407 -0.999412478888889 -0.998198299074074 -0.999396006481482 -0.999588437037037 -0.999265147407407 0.119649963903704 0.304871865218519 -0.0661266045796296 0.277911472222222 -0.0184208270166667 -0.105908536055556 0.896928566851852 -0.370062696851852 0.129747161222222 0.0747588597592593 0.0103291774794444 -0.00837158846722222 -0.0238623875712963 -0.0820396577592593 0.0878351695481481 -0.105562157888889 -0.042241953537037 -0.0546539479425926 0.0278048061185185 0.18445040162963 0.18445040162963 -0.0477483902111111 0.133825672425926 -0.983946739814815 -0.959871697407407 -0.962471195740741 -0.980973241666667 -0.970851337962963 -0.979775152037037 -0.967037112037037 -0.972576152962963 -0.960627696111111 -0.998229543518519 -0.333412170333333 -0.447901012981481 -0.327704271401852
2 "walking" 1 2 1 NA -0.264019276711864 -0.0251069135101695 0.368582476440678 0.3296419987 -0.241298144779661 -0.0658090309491525 -0.278516797847458 0.0624083924322034 0.224548708762712 -0.186864722484746 0.105900774240678 -0.0801253883711864 0.338116581991525 -0.152535490157627 -0.152535490157627 -0.16678328620339 -0.153799709635593 -0.34667658399661 -0.247231198601695 0.23773453523678 -0.930060082033898 -0.831927511355932 -0.950590559152542 -0.918785351355932 -0.861085185423729 -0.953383621355932 -0.929188463220339 0.393206208305085 0.20750092670339 0.305283825254237 0.276426586440678 -0.0185949199145763 -0.105500357966102 0.91301733338983 -0.34660709 0.0847270871186441 0.0618080696279661 0.0182492679288136 0.00789533706610169 -0.0530258157347458 -0.0482382316949153 0.0828336633220339 -0.0818833429152542 -0.0538299449067797 -0.0514939156830508 0.0648991809491525 -0.112274999164407 -0.112274999164407 -0.485743906118644 0.0428938015644068 -0.346048161016949 -0.0219048103322034 -0.453806369830508 -0.304615322881356 -0.0787640836610169 -0.554956709661017 -0.429713536101695 -0.55477211220339 -0.396659907457627 -0.873070090508475 -0.497408531355932 -0.00254912604067796 -0.571976081694915
